排名,电视剧名称,年份,评分,评价人数,导演,编剧,主演,类型,集数,单集片长,豆瓣网址
459,雷哥老范,2010,7.2,518,郭林, 田有刚,范伟 / 范志博 / 范雷, 剧情 / 喜剧,34,45,https://movie.douban.com/subject/4294080/
460,牟氏庄园,2010,7.2,282,李建新, 衣向东 / 李冰,袁立 / 侯天来 / 连凯 / 吕中 / 徐敏, 剧情,35,40,https://movie.douban.com/subject/3403203/
461,追婚记,2016,7.2,279,刘恺, 米永宁 / 朱景曦 / 乔冰清 / 殷圣婴,霍思燕 / 陶慧 / 周楚_ / 王阳明 / 曹璐, 剧情 / 爱情,40,40,https://movie.douban.com/subject/26429845/
464,独有英雄,2013,7.2,72,杨文军, 高锋,周一围 / 包贝尔 / 薛佳凝 / 李小冉 / 林源, 剧情 / 古装,34,,https://movie.douban.com/subject/10535532/
465,激情永远燃烧,2012,7.2,58,周小刚, 宋毓建,刘佳 / 周小斌 / 高亚麟 / 罗京民 / 王大治,,30,,https://movie.douban.com/subject/10545943/
466,罪之缘,2012,7.2,52,张多福, 薛立业,吴军 / 曾黎 / 樊志起 / 刘敏涛 / 蒋恺, 剧情,30,,https://movie.douban.com/subject/3098579/
467,Dream Hunter-狩梦人-,2016,7.2,53,TeeEgg,,吴磊 / 黄莺 / 陶典 / 赵路, 悬疑 / 奇幻 / 冒险,26,10,https://movie.douban.com/subject/26984231/
468,暗红1936,2011,7.2,54,李骏, 郝岩,王学兵 / 刘佩琦 / 余皑磊 / 车永莉 / 张延, 剧情 / 战争,35,,https://movie.douban.com/subject/5975072/
469,鸡毛蒜皮没小事2,2011,7.2,53,王宏桥, 王东潮,姜超 / 蔡明 / 于谦, 喜剧,35,,https://movie.douban.com/subject/5969385/
470,断箭,2010,7.2,45,陈皓威, 李昂,王挺 / 陈德容 / 张定涵 / 王伟光 / 冯恩鹤, 悬疑,43,42,https://movie.douban.com/subject/6710825/
471,型色男女,2013,7.2,39,姚曦平,,王迅, 喜剧 / 爱情,30,20,https://movie.douban.com/subject/24852537/
472,颤抖吧阿部之朵星风云,2018,7.1,2771,王岩 / 黄肖英, 刘娅 / 周碧辉 / 李真如 / 张敏俊 / 葛震松 / 翟墨,郑业成 / 安悦溪 / 徐嘉苇 / 徐沐婵 / 卢峰, 喜剧 / 科幻 / 古装,26,35,https://movie.douban.com/subject/30241701/
473,咱们结婚吧,2013,7.1,28855,刘江, 孟瑶,高圆圆 / 黄海波 / 张凯丽 / 王彤 / 大左, 剧情 / 爱情 / 家庭,50,,https://movie.douban.com/subject/11577139/
474,少帅,2015,7.1,12118,张黎, 江奇涛,文章 / 李雪健 / 宋佳 / 张歆怡 / 刘韦伯, 剧情 / 传记 / 历史,48,40,https://movie.douban.com/subject/25986654/
475,_丝男士 第四季,2015,7.1,10456,大鹏,,大鹏 / 玛蒂娜·希尔 / 韩庚 / 范冰冰 / 郑容和, 喜剧,8,15,https://movie.douban.com/subject/25890928/
476,名侦探狄仁杰,2015,7.1,12394,至尊玉, 伍子豪,刘浩 / 白客 / 张本煜 / 柯达 / 郑合惠子, 喜剧 / 悬疑 / 短片 / 古装,12,15,https://movie.douban.com/subject/26301562/
477,无懈可击之高手如林,2011,7.1,7626,蒋家骏, 沈亢 / 江泽宏 / 吴迎盈,胡歌 / 唐嫣 / 邱泽 / 戚薇 / 董璇, 剧情 / 爱情,30,45,https://movie.douban.com/subject/5416075/
478,乡村爱情故事,2010,7.1,3231,赵本山 / 徐正超, 张继,于月仙 / 小沈阳 / 王小利 / 刘小光 / 赵本山, 喜剧,36,41,https://movie.douban.com/subject/4303597/
479,将夜,2018,7.1,17892,杨阳, 徐闰 / 猫腻,陈飞宇 / 宋伊人 / 胡军 / 郑少秋 / 孙祖君, 剧情 / 奇幻,60,45,https://movie.douban.com/subject/26848645/
480,断奶,2013,7.1,4652,李力安, 庆华 / 张洁,佟丽娅 / 雷佳音 / 罗晋 / 林源 / 张小磊, 剧情 / 家庭,32,40,https://movie.douban.com/subject/10733373/
481,红蔷薇,2017,7.1,2872,金晔, 赵冬苓 / 周萌 / 王莹菲,杨子姗 / 陈晓 / 毛林林 / 谭凯 / 田雷, 剧情,48,45,https://movie.douban.com/subject/26743570/
482,给我一个十八岁,2018,7.1,2279,丁伟, 刘梦寒 / 付建业 / 张小磊 / 冯唐,郭麒麟 / 孙伟豪 / 李砚 / 王嘉宁 / 方川, 剧情 / 爱情,21,40,https://movie.douban.com/subject/27180758/
483,朕的刺客女友,2018,7.1,724,李韵臻, 安艺 / 阳光光 / 高桥 / 琪木 / 潘可唯 / 张倩 / 董方星 / 梁爱,蔡知辰 / 陈昊蓝 / 徐婕 / 丛健彰 / 陈宣铭, 剧情 / 喜剧 / 爱情 / 古装,24,40,https://movie.douban.com/subject/30279911/
484,好先生番外篇,2016,7.1,1834,张晓波, 李潇 / 于淼 / 张英姬,张艺兴 / 关晓彤 / 孙红雷 / 江疏影 / 车晓, 喜剧 / 爱情,3,16,https://movie.douban.com/subject/26820704/
485,小儿难养,2013,7.1,4047,曹盾, 韩天 / 陈琼琼 / 粉扑,陈思诚 / 宋佳 / 王维维 / 彭冠英 / 万茜, 剧情 / 家庭,35,40,https://movie.douban.com/subject/10800202/
486,幸福一定强,2010,7.1,1735,张孝正, 杜政哲,明道 / 陈庭妮 / 李易峰 / 牛萌萌 / 李智楠, 剧情 / 爱情,30,45,https://movie.douban.com/subject/4249374/
487,猎人,2016,7.1,3668,徐昂, 王琛,黄轩 / 高鑫 / 王思思 / 鲍鲲 / 曹征, 剧情 / 悬疑,41,40,https://movie.douban.com/subject/26325455/
488,东方战场,2016,7.1,865,路奇, 刘星,黄海冰 / 袁咏仪 / 俞飞鸿 / 叶璇 / 侯祥玲, 剧情 / 历史 / 战争,66,50,https://movie.douban.com/subject/25761095/
489,刷新3+7,2012,7.1,4724,梁礼彦 / 林玉芬 / 游达志, 胡歌 / 梁礼彦 / 徐子沅 / 王崇 / 徐伊亮,胡歌 / 范晓萱 / 宣萱 / 安以轩 / 曾恺_, 剧情,10,,https://movie.douban.com/subject/11606364/
490,我女朋友的男朋友,2017,7.1,3251,邓科, 南镇 / 陆驭龙,白澍 / 蔡文静 / 李川 / 于蓓蓓 / 梁浩, 喜剧 / 爱情 / 奇幻,16,30,https://movie.douban.com/subject/26873744/
491,一屋赞客 第一季,2014,7.1,1234,明焱, 苏来,马昕墨, 喜剧 / 爱情 / 同性,9,15,https://movie.douban.com/subject/26213932/
492,宝贝,2013,7.1,4036,梦继, 六六,张萌 / 雷佳音 / 张铎 / 佟瑞欣 / 牛莉, 剧情 / 家庭,40,40,https://movie.douban.com/subject/20427014/
493,警察锅哥,2017,7.1,1338,常晓阳, 张雄飞 / 葛亚军 / 常书欣,刘凯 / 刘洁涵 / 王海燕 / 冯国强 / 蒲星宇, 剧情 / 动作 / 犯罪,40,45,https://movie.douban.com/subject/26806029/
494,好大一个家,2015,7.1,2000,陈佩斯, 梅二月,陈佩斯 / 杨立新 / 刘蓓 / 白玉 / 郑凯南, 喜剧,40,,https://movie.douban.com/subject/24180071/
495,大仙衙门,2016,7.1,737,钟侃燮 / 蓝志伟, 张炭 / 任莎,吴倩 / 王传君 / 陈奕 / 叶梓棠 / 李欣聪, 剧情 / 喜剧 / 古装,40,40,https://movie.douban.com/subject/26641505/
496,奇葩一家亲,2014,7.1,362,林黎胜, 俞白眉,孙艺洲 / 李菲儿 / 买红妹 / 孙松 / 范明, 剧情 / 喜剧,36,,https://movie.douban.com/subject/25947412/
497,家常菜,2010,7.1,2309,安建, 王力扶,黄志忠 / 左小青 / 童瑶 / 岳红 / 鲍大志, 剧情,38,41,https://movie.douban.com/subject/4826767/
498,醉玲珑番外之玲珑醉梦,2017,7.1,1448,黄纯 / 谢律 / 贾方, 李明超 / 邹佳妮,龚俊 / 徐沐婵 / 徐嘉苇 / 马春瑞 / 郑业成, 爱情 / 古装,12,30,https://movie.douban.com/subject/27168733/
499,午夜计程车,2014,7.1,1080,_生田宏治 / 洪泠 / 杜晓雨, 和田清人 / 丁洁如 / 钱洁蓉 / 洪泠 / 吕峥 / 池田千寻,成泰_ / 刘雅瑟 / 李梦 / 叮当 / 熊晓雯, 剧情,10,20,https://movie.douban.com/subject/25918683/
500,废柴兄弟4,2016,7.1,640,姬智, 尹琪,王宁 / 修睿, 剧情 / 喜剧,20,,https://movie.douban.com/subject/26724333/
501,国门英雄,2011,7.1,492,傅东育, 何暑坤,李幼斌 / 史兰芽 / 张志坚 / 施京明 / 田子田, 悬疑 / 犯罪,37,45,https://movie.douban.com/subject/10344746/
502,王海涛今年四十一,2011,7.1,404,黄键中, 郭靖宇,张国强 / 刘蓓 / 柏寒 / 田野 / 王媛可, 剧情,28,45,https://movie.douban.com/subject/5341863/
503,胡杨女人,2010,7.1,178,张晓春, 庞一川 / 庞继来,王茜华 / 李明启 / 沈 航,,24,,https://movie.douban.com/subject/5332612/
504,你是我爱人,2012,7.1,1430,张国立 / 陈建斌 / 罗长安, 陈彤,张国立 / 邓婕 / 陈建斌 / 张萌 / 咏梅, 剧情 / 家庭,30,45,https://movie.douban.com/subject/6778668/
505,我是业主,2010,7.1,433,刘惠宁, 郑又晨,张嘉译 / 王海燕 / 刘金山 / 田小洁 / 盖克, 剧情 / 家庭,24,,https://movie.douban.com/subject/4886054/
506,幸福密码,2011,7.1,254,萧峰, 刘海,朱媛媛 / 辛柏青 / 陆玲 / 李坤霖 / 李净洋, 喜剧 / 爱情 / 家庭,27,,https://movie.douban.com/subject/6147278/
507,神机妙算刘伯温,2015,7.1,240,韩刚, 张和平 / 吕晓明,何冰 / 姜寒 / 于震 / 王刚 / 王姬, 剧情,40,45,https://movie.douban.com/subject/25912269/
508,恋歌,2013,7.1,194,王雷, 董友竹,张若昀 / 吴婷 / 陈奕龙 / 周庭伊 / 李玲玉, 爱情,28,40,https://movie.douban.com/subject/25779791/
509,红星照耀中国,2016,7.1,208,臧云飞, 臧云飞,远明 / 柳素英 / 黄海冰 / 刘涛 / 程皓枫, 剧情,30,40,https://movie.douban.com/subject/26711025/
510,怪医文三块,2011,7.1,92,唐大年, 牛静 / 张_,冯远征 / 杨立新 / 孙茜 / 杨舒婷 / 于凌达, 剧情 / 历史,30,42,https://movie.douban.com/subject/6957750/
511,摩登女婿,2012,7.1,645,林合隆, 董润年,徐璐, 喜剧 / 爱情,30,,https://movie.douban.com/subject/10566660/
512,乙方甲方 第一季,2013,7.1,427,王伟, 王伟 / 宋永恒,宋永恒 / 张芯宁 / 韩烨洲 / 冷昊泽 / 王程程,,10,10,https://movie.douban.com/subject/24749741/
513,向东是大海,2012,7.1,410,安建, 马军骧,王志飞 / 刘威葳 / 姜武 / 冯雷 / 刘涛, 剧情,36,,https://movie.douban.com/subject/6383562/
514,宜昌保卫战,2016,7.1,321,齐星, 齐星 / 罗学蓬,童蕾 / 徐佳 / 丁宁 / 吕良伟 / 章宇昂, 剧情 / 战争,35,,https://movie.douban.com/subject/26369828/
515,前妻的车站,2010,7.1,240,斗琪, 南西 / 王宁,江珊 / 周晓斌 / 韩青 / 石林, 剧情,30,40,https://movie.douban.com/subject/6311986/
516,爱的追踪,2016,7.1,244,张国立, 吕铮,张国立 / 闫妮 / 高晓菲 / 谭洋 / 刘立, 剧情 / 犯罪,30,,https://movie.douban.com/subject/25981049/
517,_丝留学记 第一季,2014,7.1,138,梁琨琨, 马宁,李潇 / 吴峻涛 / 白丽莎, 喜剧 / 短片,13,10,https://movie.douban.com/subject/25851743/
518,这不是大学,2013,7.1,117,叶建峰, 辣子叶片,王祥 / 谢俊磊 / 叶建峰, 喜剧 / 短片,10,10,https://movie.douban.com/subject/25793461/
519,盘龙卧虎高山顶,2010,7.1,116,延艺, 未知,潘粤明 / 刘涛,,30,,https://movie.douban.com/subject/4751614/
520,幸福满满,2013,7.1,96,刘恺, 任增超,姚芊羽 / 李佳璇 / 赵会南 / 何昊阳 / 姜超, 剧情 / 爱情,31,45,https://movie.douban.com/subject/20438863/
521,新警事之隐形兄弟,2010,7.1,50,李诚儒, 漠希 / 李鸿翮 / 徐剑博 / 王俊丹,李诚儒 / 杨子骅 / 冯鹏 / 洪紫琳 / 李颖, 犯罪,30,40,https://movie.douban.com/subject/5450849/
522,动漫英雄,2015,7.1,61,黄元达, 苏世雄 / 刘辰光 / 施适,谢彬彬 / 王子清 / 王东 / 阎汶宣, 喜剧 / 动作 / 奇幻,8,10,https://movie.douban.com/subject/26674015/
523,朋友一场,2010,7.1,42,黄力加, 林和平,袁立 / 娟子 / 刘威,,26,,https://movie.douban.com/subject/4713535/
524,幸福生活在招手,2011,7.1,37,夏钢, 郝岩,潘虹, 剧情 / 家庭,29,40,https://movie.douban.com/subject/10514848/
525,兴国，兴国！,2011,7.1,35,徐宗政, 刘奎序,王挺 / 张恒, 战争,29,45,https://movie.douban.com/subject/6068513/
526,法医秦明,2016,7,50256,徐昂, 郭琳媛 / 杨哲 / 徐翔云 / 辛菲 / 肖诗瑶 / 杨开泰 / 张吉 / 王维康 / 陈雅怡,张若昀 / 焦俊艳 / 李现 / 程皓枫 / 屈菁菁, 剧情 / 悬疑,20,33,https://movie.douban.com/subject/26674019/
527,_丝男士 第一季,2012,7,26412,大鹏, 大鹏,大鹏 / 柳岩 / 孙俪 / 何云伟 / 李菁, 喜剧,7,16,https://movie.douban.com/subject/19976810/
528,人间规则,2018,7,759,胡竟之, 陈倩茜 / 甘世佳 / 余言 / 李祯,张雅玫 / 厉娜 / 王李丹妮 / 陈子由 / 于彦凯, 剧情,24,40,https://movie.douban.com/subject/27616489/
529,我的！体育老师,2017,7,17244,林妍, 孙博,张嘉译 / 王晓晨 / 王维维 / 曹璐 / 张子健, 剧情 / 爱情,39,45,https://movie.douban.com/subject/26776469/
530,我在大理寺当宠物,2018,7.1,1049,刘镇明, 余易勋 / 刘秋烨 / 林晴宇 / 朱挈侬,徐开骋 / 胡意旋 / 徐嘉苇 / 李奕增 / 王熙然, 爱情 / 奇幻 / 古装,22,30,https://movie.douban.com/subject/27663746/
531,兰陵王,2013,7,19140,钟澍佳, 陈玉珊,冯绍峰 / 林依晨 / 陈晓东 / 翟天临 / 胡宇威, 剧情,46,40,https://movie.douban.com/subject/10566582/
532,萌妃驾到,2018,7,6495,邹集城, 连翘,夏一瑶 / 韩玖诺 / 汤梦佳 / 沈瑶 / 张海宇, 喜剧 / 爱情 / 古装,36,45,https://movie.douban.com/subject/26892564/
533,_丝男士 第三季,2014,7,16915,大鹏,,大鹏 / 吉泽明步 / 拓也哥 / 约翰尼·盖尔克奇 / 文章, 喜剧,8,10,https://movie.douban.com/subject/25787994/
534,旋风十一人,2016,7,7855,林健龙, 白一聪,胡歌 / 江疏影 / 曾黎 / 李子峰 / 钱枫, 剧情 / 运动,31,45,https://movie.douban.com/subject/25926756/
535,大丈夫,2014,7,12557,姚晓峰, 李潇 / 于淼,李小冉 / 王志文 / 俞飞鸿 / 江珊 / 韩童生, 剧情 / 爱情,48,,https://movie.douban.com/subject/24705156/
536,大唐荣耀,2017,7,52113,刘国楠 / 尹涛, 刘芳 / 李惠敏,景甜 / 任嘉伦 / 万茜 / 舒畅 / 秦俊杰, 剧情 / 爱情 / 古装,60,45,https://movie.douban.com/subject/24827545/
537,情定三生,2013,7,2489,田少波, 王婕,杨蓉 / 蒲巴甲 / 张萌 / 朱一龙 / 臧洪娜, 剧情 / 爱情,40,45,https://movie.douban.com/subject/25715093/
538,远方的家,2018,7,384,蔚华, 杨佳 / 张巍 / 蔚华,刘佳 / 梁冠华 / 吕中 / 柯蓝 / 秦焰, 剧情,36,45,https://movie.douban.com/subject/26638511/
539,想看你微笑,2018,7,1520,蔡聪, 紫鱼儿,李汶翰 / 杜雨宸 / 侯俊丞 / 刘倩_ / 林世杰, 喜剧 / 爱情,24,40,https://movie.douban.com/subject/27203019/
540,终极游侠,2016,7,396,徐辅军,,罗云熙 / 程砚秋 / 程予希 / 胡玮杰 / 詹子晴, 爱情 / 武侠,40,,https://movie.douban.com/subject/26715582/
541,天使的幸福,2017,7,2454,王明台, 林云海,明道 / 刘诗诗 / 徐正溪 / 江语晨 / 汤甄, 剧情 / 爱情,30,45,https://movie.douban.com/subject/6888715/
542,那些年，我们正年轻,2018,7,1019,韩晓军, 王之理,杨烁 / 苏青 / 练束梅 / 任程伟 / 倪大红, 剧情,45,,https://movie.douban.com/subject/26710256/
543,唐琅探案,2010,7,2116,何洛 / 罗刚, 邱雪枫,霍建华 / 张萌 / 黄觉 / 曾黎 / 金莎, 剧情 / 悬疑,36,,https://movie.douban.com/subject/4300569/
544,老爸回家,2012,7.1,369,斗琪, 李青 / 张静,刘威 / 吴冕 / 杨紫 / 张一山 / 庹宗华, 剧情,35,,https://movie.douban.com/subject/19966080/
545,战火兵魂,2012,7,172,孙小光, 于崇宇 / 贾立强 / 鬼鬼,孙逊 / 尤勇 / 高峰 / 冯恩鹤 / 王奎荣,,30,,https://movie.douban.com/subject/6974344/
546,糊涂县令郑板桥,2016,7,178,杨智谦 / 何振华, 刘书桦 / 罗彩渝 / 贾国勇 / 刘国强,赵毅 / 柴碧云 / 胡亚捷 / 肖轶 / 刘金山, 剧情 / 古装,40,45,https://movie.douban.com/subject/26365498/
547,新上门女婿,2010,7,1448,乔梁, 姜德新,张译 / 张歆艺 / 潘虹 / 李琦 / 孙桂田, 剧情 / 家庭,25,,https://movie.douban.com/subject/5450877/
548,雪狼谷,2011,7,344,连奕名,,连奕名 / 杜淳 / 杨若兮 / 张嘉译, 剧情 / 战争,28,,https://movie.douban.com/subject/6516601/
549,郭县令轶事,2010,7,269,王宏桥, 桂东明,郭德纲 / 于谦 / 李文启 / 史妍 / 胡珂瑜, 喜剧 / 古装,60,,https://movie.douban.com/subject/4281632/
550,爹妈满院,2015,7,185,阚卫平, 赵欣,赵本山 / 小沈阳 / 沈春阳 / 宋小宝 / 毕畅, 剧情,50,45,https://movie.douban.com/subject/25876714/
551,滚滚红尘,2012,7,153,潘文杰, 贾伟南,郑嘉颖 / 秦岚 / 蒋恺 / 徐洁儿 / 杨烁, 剧情 / 爱情,36,40,https://movie.douban.com/subject/10484023/
552,皮五传奇,2012,7,133,梦继, 邹静之,黄志忠 / 柯蓝 / 洪剑涛 / 练束梅 / 周海媚, 剧情 / 喜剧,45,,https://movie.douban.com/subject/10540035/
553,香草美人,2011,7,126,侯明杰, 石小克,刘威葳 / 倪大红 / 谢君豪 / 张明健 / 矢野浩二, 悬疑 / 战争,32,,https://movie.douban.com/subject/6307445/
554,老炮儿(网络剧),2015,7,1422,费振翔, 葛瑞,石凉 / 邵桐 / 赵小锐 / 张博宇, 剧情,20,10,https://movie.douban.com/subject/26692527/
555,小麦进城,2012,7,678,姚远, 倪学礼,王茜华 / 罗刚 / 王丽云 / 丁洋 / 常波, 剧情 / 喜剧,34,45,https://movie.douban.com/subject/10535522/
556,远远的爱,2011,7,366,姚晓峰, 徐君东 / 耿旭红,佟大为 / 吴越 / 董博文 / 吴京安 / 张俪, 剧情 / 爱情,24,40,https://movie.douban.com/subject/5996819/
557,江姐,2010,7,196,彦小追, 谭力,丁柳元 / 胡亚捷 / 舒畅 / 周扬 / 姚安濂, 剧情,30,40,https://movie.douban.com/subject/4920518/
558,野鸽子,2012,7,208,李小平, 王倩 / 鲍丹露 / 李小平,董维嘉 / 郑奇 / 毛毅 / 李媛 / 高姝瑶, 剧情 / 爱情,30,45,https://movie.douban.com/subject/10767551/
559,皇粮胡同十九号,2011,7,206,李木戈, 朱绍宾 / 李丽华 / 郭涛 / 柴靖杰 / 李木戈,许晴 / 殷桃 / 陆毅 / 刘金山 / 邵峰, 剧情 / 悬疑,26,,https://movie.douban.com/subject/5502695/
560,_爸的爱情生活,2014,7,192,王伟民, 王伟民,朱雨辰 / 焦俊艳 / 姜超 / 戚九洲 / 姜妍, 剧情 / 爱情,35,,https://movie.douban.com/subject/24699332/
561,兵团岁月,2010,7,158,李文岐,,张译 / 沈傲君 / 王媛可,,28,,https://movie.douban.com/subject/4713534/
562,烈火红岩,2010,7,131,赵浚凯, 陈凯,蓉卓 / 邢佳栋 / 王茜 / 李雨泽 / 何政军, 剧情 / 战争,29,,https://movie.douban.com/subject/4116955/
563,毕有财,2013,7,123,杜_, 朱睿,林永健 / 宁静 / 刘蓓 / 吕一 / 杨蕊, 剧情 / 爱情,30,44,https://movie.douban.com/subject/6869421/
564,青春大爆炸,2012,7,122,王之, 自由极光,雷庆瑶 / 葛天 / 王闯 / 张举举 / 杨楠, 剧情 / 喜剧 / 家庭,20,27,https://movie.douban.com/subject/19964015/
565,战狼,2011,7,118,连奕名, 王培公,连奕名 / 王千源 / 何政军 / 张光北,,,,https://movie.douban.com/subject/6982561/
566,独家披露,2014,7,132,高希希, 海岩 / 金凌云,林心如 / 周一围 / 李依晓 / 于滨 / 霍青, 剧情 / 爱情,31,,https://movie.douban.com/subject/5256172/
567,秋霜,2010,7,91,朱度源, 李昌民,刘孜 / 唐一菲 / 杨亚星 / 李天洋 / 王笛, 剧情 / 战争,28,45,https://movie.douban.com/subject/5446224/
568,隐秘动机,2015,7,96,闫宇彤, 张纯筝,杨烁 / 张檬 / 商侃 / 蔡子伦 / 邹涵虹, 剧情 / 悬疑,13,30,https://movie.douban.com/subject/26365265/
569,鹰巢之预备警官,2012,7,79,潘小扬, 伍_ / 刘凌玫 / 戴宝军 / 曹国胜 / 武和平,王媛可 / 于晓光 / 潘敏世 / 高旭阳 / 张舒羽, 剧情 / 动作 / 犯罪,32,,https://movie.douban.com/subject/11516691/
570,刘伯承元帅,2012,7,70,张玉中, 傅建文 / 尹东鸿,刘之冰 / 王嘉 / 王晖 / 梁春书 / 刘沙, 传记,30,,https://movie.douban.com/subject/11629258/
571,致命追踪,2011,7,67,祝君, 林琳 / 张榕佳 / 刘晓耕 / 王禹夫 / 高率 / 萧飞 / 祝君,钱泳辰 / 肖茵 / 何铁红 / 王烈 / 郝岩, 动作 / 悬疑 / 犯罪,30,45,https://movie.douban.com/subject/6425138/
572,正午阳光,2013,7,67,马进,,王志飞 / 林永健 / 董维嘉 / 刘蓓 / 李洪涛, 剧情,30,,https://movie.douban.com/subject/24843672/
573,零炮楼,2012,7,66,何群, 张栩 / 张者,邢佳栋 / 于震 / 铁伟光 / 罗秀春 / 李梅可, 历史 / 战争,30,,https://movie.douban.com/subject/10514810/
574,花样江湖,2015,7.1,63,高飞, 高飞,赵泳鑫 / 檀健次 / 池约翰 / 肖顺尧 / 沈梦辰, 喜剧 / 武侠,30,10,https://movie.douban.com/subject/25949756/
575,借问英雄何处,2011,7,35,黄鹤, 黄鹤,唐国强 / 晋松 / 钱泳辰 / 廉赛 / 孙海英, 战争,30,42,https://movie.douban.com/subject/10355641/
576,降龙之白露为霜,2018,6.9,1284,赵曦夕,,杨昊铭 / 赵诚宇 / 李彦漫 / 唐本, 剧情,20,28,https://movie.douban.com/subject/30122630/
577,使徒行者2,2017,6.9,26014,苏万聪, 叶天成 / 黎倩仪,苗侨伟 / 陈豪 / 宣萱 / 袁伟豪 / 周柏豪, 剧情 / 爱情 / 犯罪,30,43,https://movie.douban.com/subject/26661003/
578,十五年等待候鸟,2016,6.9,5805,柯翰辰, 金国栋 / 许璐艳,张若昀 / 孙怡 / 邓伦 / 张雪迎 / 李宗霖, 剧情 / 爱情,24,45,https://movie.douban.com/subject/26637891/
579,小丈夫,2016,6.9,7598,姚晓峰, 李潇 / 于淼,俞飞鸿 / 杨_ / 张萌 / 田雨 / 韩童生, 剧情 / 爱情,43,,https://movie.douban.com/subject/26575848/
580,烽火佳人,2013,6.9,4915,钱升玮 / 朱少杰, 邹越,舒畅 / 陈键锋 / 乔振宇 / 石筱群 / 李智楠, 爱情,52,40,https://movie.douban.com/subject/11533362/
581,最亲爱的你,2018,6.9,1737,丁梓光, 张_,虞书欣 / 赵志伟 / 王妍之 / 何蓝逗 / 杨之楹, 喜剧 / 爱情,26,45,https://movie.douban.com/subject/27005982/
582,乱世佳人,2011,6.9,2484,吴锦源 / 朱少杰, 邹越,唐嫣 / 陈键锋 / 罗晋 / 谭凯 / 徐麒雯, 剧情 / 爱情,30,44,https://movie.douban.com/subject/6869384/
